日期,產品,平均價(元/公斤)
111/03/01,O9 梨 其他進口 ,170.0
111/03/01,S49 葡萄 無子進口 ,79.5
111/03/01,S9 葡萄 進口 ,59.1
111/03/01,W9 洋香瓜 進口 ,240.0
111/03/01,X69 蘋果 富士進口 ,60.3
111/03/01,Y39 桃子 甜桃進口 ,40.5
111/03/01,Z39 柿子 柿餅進口 ,400.0
111/03/02,459 草莓 進口 ,213.5
111/03/02,839 櫻桃 進口 ,80.0
111/03/02,919 其他 進口 ,77.8
111/03/02,C9 柑橘 進口 ,256.0
111/03/02,E9 甜橙 進口 ,35.0
111/03/02,F9 雜柑 進口 ,199.0
111/03/02,G49 奇異果 進口 ,41.3
111/03/02,O9 梨 其他進口 ,56.5
111/03/02,S49 葡萄 無子進口 ,70.9
111/03/02,S9 葡萄 進口 ,55.7
111/03/02,X69 蘋果 富士進口 ,52.8
111/03/02,Y39 桃子 甜桃進口 ,39.6
111/03/03,459 草莓 進口 ,474.5
111/03/03,839 櫻桃 進口 ,66.7
111/03/03,919 其他 進口 ,253.4
111/03/03,C9 柑橘 進口 ,260.3
111/03/03,F9 雜柑 進口 ,354.6
111/03/03,G49 奇異果 進口 ,90.3
111/03/03,O9 梨 其他進口 ,56.7
111/03/03,O99 梨 西洋梨進口 ,62.2
111/03/03,S49 葡萄 無子進口 ,94.5
111/03/03,S9 葡萄 進口 ,84.1
111/03/03,W9 洋香瓜 進口 ,58.3
111/03/03,X69 蘋果 富士進口 ,52.3
111/03/03,Y39 桃子 甜桃進口 ,51.2
111/03/03,Z39 柿子 柿餅進口 ,533.4
111/03/04,459 草莓 進口 ,316.8
111/03/04,839 櫻桃 進口 ,106.7
111/03/04,919 其他 進口 ,53.3
111/03/04,C9 柑橘 進口 ,213.3
111/03/04,E9 甜橙 進口 ,82.0
111/03/04,F9 雜柑 進口 ,300.0
111/03/04,G39 酪梨 進口 ,213.3
111/03/04,G49 奇異果 進口 ,61.6
111/03/04,H49 葡萄柚 紅肉進口 ,33.3
111/03/04,O9 梨 其他進口 ,57.0
111/03/04,O99 梨 西洋梨進口 ,72.9
111/03/04,S49 葡萄 無子進口 ,25.0
111/03/04,S9 葡萄 進口 ,132.3
111/03/04,W9 洋香瓜 進口 ,46.7
111/03/04,X69 蘋果 富士進口 ,60.9
111/03/04,Y39 桃子 甜桃進口 ,44.2
111/03/04,Z39 柿子 柿餅進口 ,106.7
111/03/05,459 草莓 進口 ,108.7
111/03/05,919 其他 進口 ,70.0
111/03/05,C9 柑橘 進口 ,143.7
111/03/05,E9 甜橙 進口 ,47.4
111/03/05,F9 雜柑 進口 ,252.5
111/03/05,G49 奇異果 進口 ,95.5
111/03/05,O9 梨 其他進口 ,57.8
111/03/05,S49 葡萄 無子進口 ,35.6
111/03/05,S9 葡萄 進口 ,99.1
111/03/05,X69 蘋果 富士進口 ,53.4
111/03/05,Y39 桃子 甜桃進口 ,45.1
111/03/05,Z39 柿子 柿餅進口 ,106.7
111/03/06,459 草莓 進口 ,168.9
111/03/06,839 櫻桃 進口 ,166.4
111/03/06,919 其他 進口 ,253.3
111/03/06,C9 柑橘 進口 ,409.5
111/03/06,E9 甜橙 進口 ,61.7
111/03/06,F9 雜柑 進口 ,240.2
111/03/06,G39 酪梨 進口 ,216.2
111/03/06,G49 奇異果 進口 ,50.5
111/03/06,O9 梨 其他進口 ,58.9
111/03/06,O99 梨 西洋梨進口 ,60.0
111/03/06,S49 葡萄 無子進口 ,80.6
111/03/06,S9 葡萄 進口 ,72.1
111/03/06,X69 蘋果 富士進口 ,62.7
111/03/06,Y39 桃子 甜桃進口 ,40.7
111/03/06,Z39 柿子 柿餅進口 ,93.3
111/03/08,459 草莓 進口 ,138.1
111/03/08,839 櫻桃 進口 ,133.3
111/03/08,919 其他 進口 ,46.7
111/03/08,C9 柑橘 進口 ,506.6
111/03/08,E9 甜橙 進口 ,120.0
111/03/08,G49 奇異果 進口 ,106.2
111/03/08,O9 梨 其他進口 ,58.0
111/03/08,S49 葡萄 無子進口 ,105.2
111/03/08,S9 葡萄 進口 ,65.8
111/03/08,W9 洋香瓜 進口 ,33.3
111/03/08,X69 蘋果 富士進口 ,62.7
111/03/08,Y39 桃子 甜桃進口 ,38.9
111/03/08,Z39 柿子 柿餅進口 ,93.3
111/03/09,459 草莓 進口 ,261.0
111/03/09,839 櫻桃 進口 ,93.3
111/03/09,919 其他 進口 ,93.3
111/03/09,C9 柑橘 進口 ,57.5
111/03/09,E9 甜橙 進口 ,120.0
111/03/09,F9 雜柑 進口 ,98.0
111/03/09,G49 奇異果 進口 ,83.6
111/03/09,O9 梨 其他進口 ,63.5
111/03/09,S49 葡萄 無子進口 ,50.0
111/03/09,S9 葡萄 進口 ,96.2
111/03/09,W9 洋香瓜 進口 ,280.0
111/03/09,X09 蘋果 其他進口 ,130.1
111/03/09,X39 蘋果 惠進口 ,43.3
111/03/09,X69 蘋果 富士進口 ,65.2
111/03/09,Y39 桃子 甜桃進口 ,37.8
111/03/09,Z39 柿子 柿餅進口 ,93.3
111/03/11,459 草莓 進口 ,145.2
111/03/11,839 櫻桃 進口 ,133.3
111/03/11,919 其他 進口 ,66.7
111/03/11,C9 柑橘 進口 ,151.1
111/03/11,E9 甜橙 進口 ,42.9
111/03/11,F9 雜柑 進口 ,160.0
111/03/11,G49 奇異果 進口 ,68.1
111/03/11,N9 李 進口 ,39.9
111/03/11,O9 梨 其他進口 ,96.4
111/03/11,S49 葡萄 無子進口 ,60.9
111/03/11,S9 葡萄 進口 ,118.4
111/03/11,X69 蘋果 富士進口 ,63.0
111/03/11,Y39 桃子 甜桃進口 ,39.4
111/03/11,Z39 柿子 柿餅進口 ,93.3
111/03/12,459 草莓 進口 ,101.9
111/03/12,469 藍莓 進口 ,116.6
111/03/12,919 其他 進口 ,200.0
111/03/12,C9 柑橘 進口 ,126.6
111/03/12,E9 甜橙 進口 ,36.7
111/03/12,F9 雜柑 進口 ,160.0
111/03/12,G49 奇異果 進口 ,125.3
111/03/12,O9 梨 其他進口 ,72.2
111/03/12,S49 葡萄 無子進口 ,95.2
111/03/12,S9 葡萄 進口 ,58.1
111/03/12,X69 蘋果 富士進口 ,50.2
111/03/12,Y39 桃子 甜桃進口 ,43.0
111/03/12,Z39 柿子 柿餅進口 ,93.3
111/03/13,459 草莓 進口 ,132.4
111/03/13,C9 柑橘 進口 ,172.1
111/03/13,F9 雜柑 進口 ,248.0
111/03/13,G39 酪梨 進口 ,220.0
111/03/13,G49 奇異果 進口 ,92.2
111/03/13,O9 梨 其他進口 ,73.5
111/03/13,S9 葡萄 進口 ,69.1
111/03/13,W9 洋香瓜 進口 ,280.0
111/03/13,X09 蘋果 其他進口 ,93.3
111/03/13,X69 蘋果 富士進口 ,62.4
111/03/13,Y39 桃子 甜桃進口 ,43.5
111/03/13,Z39 柿子 柿餅進口 ,93.3
111/03/15,459 草莓 進口 ,142.2
111/03/15,839 櫻桃 進口 ,40.0
111/03/15,C9 柑橘 進口 ,208.4
111/03/15,E9 甜橙 進口 ,33.7
111/03/15,F9 雜柑 進口 ,300.0
111/03/15,G49 奇異果 進口 ,67.1
111/03/15,O9 梨 其他進口 ,66.5
111/03/15,O99 梨 西洋梨進口 ,60.6
111/03/15,S49 葡萄 無子進口 ,98.9
111/03/15,S9 葡萄 進口 ,57.1
111/03/15,X49 蘋果 金冠進口 ,40.0
111/03/15,X69 蘋果 富士進口 ,52.0
111/03/15,Y39 桃子 甜桃進口 ,45.8
111/03/15,Z39 柿子 柿餅進口 ,93.3
111/03/16,459 草莓 進口 ,84.6
111/03/16,919 其他 進口 ,58.3
111/03/16,C9 柑橘 進口 ,103.5
111/03/16,E9 甜橙 進口 ,37.5
111/03/16,F9 雜柑 進口 ,161.1
111/03/16,G49 奇異果 進口 ,59.8
111/03/16,O9 梨 其他進口 ,69.2
111/03/16,S49 葡萄 無子進口 ,123.0
111/03/16,S9 葡萄 進口 ,58.4
111/03/16,W9 洋香瓜 進口 ,280.0
111/03/16,X69 蘋果 富士進口 ,85.1
111/03/16,Y39 桃子 甜桃進口 ,49.6
111/03/17,459 草莓 進口 ,602.0
111/03/17,C9 柑橘 進口 ,156.8
111/03/17,E9 甜橙 進口 ,33.3
111/03/17,F9 雜柑 進口 ,93.0
111/03/17,G49 奇異果 進口 ,58.5
111/03/17,O9 梨 其他進口 ,60.8
111/03/17,S49 葡萄 無子進口 ,40.0
111/03/17,S9 葡萄 進口 ,60.7
111/03/17,X69 蘋果 富士進口 ,64.2
111/03/17,Y39 桃子 甜桃進口 ,53.5
111/03/18,459 草莓 進口 ,112.2
111/03/18,469 藍莓 進口 ,153.3
111/03/18,C9 柑橘 進口 ,200.0
111/03/18,E9 甜橙 進口 ,33.3
111/03/18,F9 雜柑 進口 ,246.6
111/03/18,G39 酪梨 進口 ,208.2
111/03/18,G49 奇異果 進口 ,52.4
111/03/18,O9 梨 其他進口 ,203.2
111/03/18,S49 葡萄 無子進口 ,115.9
111/03/18,S9 葡萄 進口 ,186.7
111/03/18,W9 洋香瓜 進口 ,690.5
111/03/18,X69 蘋果 富士進口 ,59.0
111/03/18,Y39 桃子 甜桃進口 ,61.7
111/03/19,459 草莓 進口 ,113.4
111/03/19,829 蜜棗 進口 ,80.4
111/03/19,C9 柑橘 進口 ,368.2
111/03/19,F9 雜柑 進口 ,230.8
111/03/19,G49 奇異果 進口 ,48.1
111/03/19,N9 李 進口 ,74.3
111/03/19,O9 梨 其他進口 ,63.9
111/03/19,S49 葡萄 無子進口 ,92.6
111/03/19,S9 葡萄 進口 ,94.7
111/03/19,X69 蘋果 富士進口 ,53.9
111/03/19,Y39 桃子 甜桃進口 ,63.3
111/03/19,Z39 柿子 柿餅進口 ,93.3
111/03/20,229 棗子 進口 ,105.0
111/03/20,459 草莓 進口 ,90.6
111/03/20,829 蜜棗 進口 ,186.7
111/03/20,919 其他 進口 ,48.8
111/03/20,C9 柑橘 進口 ,212.6
111/03/20,E9 甜橙 進口 ,37.1
111/03/20,F9 雜柑 進口 ,191.2
111/03/20,N9 李 進口 ,86.8
111/03/20,O9 梨 其他進口 ,104.4
111/03/20,S49 葡萄 無子進口 ,114.1
111/03/20,S9 葡萄 進口 ,81.2
111/03/20,W9 洋香瓜 進口 ,404.2
111/03/20,X49 蘋果 金冠進口 ,133.3
111/03/20,X69 蘋果 富士進口 ,78.3
111/03/20,Y39 桃子 甜桃進口 ,54.9
111/03/20,Z39 柿子 柿餅進口 ,93.3
111/03/22,459 草莓 進口 ,111.9
111/03/22,469 藍莓 進口 ,133.3
111/03/22,829 蜜棗 進口 ,74.1
111/03/22,C9 柑橘 進口 ,126.7
111/03/22,F9 雜柑 進口 ,208.9
111/03/22,G39 酪梨 進口 ,220.0
111/03/22,G49 奇異果 進口 ,58.1
111/03/22,N9 李 進口 ,86.1
111/03/22,O9 梨 其他進口 ,78.9
111/03/22,S49 葡萄 無子進口 ,113.7
111/03/22,S9 葡萄 進口 ,60.1
111/03/22,W9 洋香瓜 進口 ,600.0
111/03/22,X69 蘋果 富士進口 ,57.4
111/03/22,Y39 桃子 甜桃進口 ,63.6
111/03/23,459 草莓 進口 ,99.4
111/03/23,469 藍莓 進口 ,166.7
111/03/23,829 蜜棗 進口 ,113.7
111/03/23,919 其他 進口 ,253.4
111/03/23,C9 柑橘 進口 ,134.8
111/03/23,E9 甜橙 進口 ,33.5
111/03/23,F9 雜柑 進口 ,365.9
111/03/23,G49 奇異果 進口 ,51.2
111/03/23,L9 枇杷 進口 ,173.3
111/03/23,N9 李 進口 ,74.1
111/03/23,O9 梨 其他進口 ,76.2
111/03/23,S49 葡萄 無子進口 ,79.4
111/03/23,S9 葡萄 進口 ,61.4
111/03/23,W9 洋香瓜 進口 ,280.0
111/03/23,X69 蘋果 富士進口 ,64.2
111/03/23,Y39 桃子 甜桃進口 ,41.7
111/03/24,459 草莓 進口 ,487.4
111/03/24,829 蜜棗 進口 ,99.0
111/03/24,919 其他 進口 ,226.6
111/03/24,C9 柑橘 進口 ,88.1
111/03/24,E9 甜橙 進口 ,36.7
111/03/24,F9 雜柑 進口 ,348.7
111/03/24,G39 酪梨 進口 ,218.0
111/03/24,G49 奇異果 進口 ,59.4
111/03/24,L9 枇杷 進口 ,866.7
111/03/24,N9 李 進口 ,66.4
111/03/24,O9 梨 其他進口 ,75.6
111/03/24,S49 葡萄 無子進口 ,100.2
111/03/24,S9 葡萄 進口 ,106.5
111/03/24,W9 洋香瓜 進口 ,25.0
111/03/24,X69 蘋果 富士進口 ,56.4
111/03/24,Y39 桃子 甜桃進口 ,55.7
111/03/25,459 草莓 進口 ,153.7
111/03/25,829 蜜棗 進口 ,112.2
111/03/25,919 其他 進口 ,109.1
111/03/25,C9 柑橘 進口 ,140.7
111/03/25,E9 甜橙 進口 ,61.0
111/03/25,F9 雜柑 進口 ,99.1
111/03/25,G49 奇異果 進口 ,58.1
111/03/25,L9 枇杷 進口 ,666.7
111/03/25,O9 梨 其他進口 ,80.2
111/03/25,O99 梨 西洋梨進口 ,57.2
111/03/25,S49 葡萄 無子進口 ,111.9
111/03/25,S9 葡萄 進口 ,84.3
111/03/25,X69 蘋果 富士進口 ,50.6
111/03/25,Y39 桃子 甜桃進口 ,56.6
111/03/26,459 草莓 進口 ,137.0
111/03/26,919 其他 進口 ,253.4
111/03/26,C9 柑橘 進口 ,355.1
111/03/26,E9 甜橙 進口 ,37.9
111/03/26,F9 雜柑 進口 ,167.6
111/03/26,G49 奇異果 進口 ,62.6
111/03/26,L9 枇杷 進口 ,330.0
111/03/26,N9 李 進口 ,85.5
111/03/26,O9 梨 其他進口 ,88.1
111/03/26,O99 梨 西洋梨進口 ,63.4
111/03/26,S49 葡萄 無子進口 ,71.7
111/03/26,S9 葡萄 進口 ,164.0
111/03/26,W9 洋香瓜 進口 ,318.6
111/03/26,X69 蘋果 富士進口 ,66.0
111/03/26,Y39 桃子 甜桃進口 ,60.0
111/03/27,459 草莓 進口 ,176.4
111/03/27,469 藍莓 進口 ,166.7
111/03/27,919 其他 進口 ,200.0
111/03/27,C9 柑橘 進口 ,277.8
111/03/27,E9 甜橙 進口 ,41.1
111/03/27,F9 雜柑 進口 ,241.2
111/03/27,G49 奇異果 進口 ,47.8
111/03/27,O9 梨 其他進口 ,190.0
111/03/27,O99 梨 西洋梨進口 ,104.4
111/03/27,S49 葡萄 無子進口 ,86.3
111/03/27,S9 葡萄 進口 ,96.1
111/03/27,W9 洋香瓜 進口 ,363.2
111/03/27,X69 蘋果 富士進口 ,55.9
111/03/27,Y39 桃子 甜桃進口 ,40.5
111/03/29,459 草莓 進口 ,93.9
111/03/29,C9 柑橘 進口 ,106.7
111/03/29,E9 甜橙 進口 ,150.0
111/03/29,G39 酪梨 進口 ,198.4
111/03/29,G49 奇異果 進口 ,57.3
111/03/29,L9 枇杷 進口 ,173.3
111/03/29,N9 李 進口 ,66.7
111/03/29,O9 梨 其他進口 ,76.3
111/03/29,O99 梨 西洋梨進口 ,64.4
111/03/29,S49 葡萄 無子進口 ,101.7
111/03/29,S9 葡萄 進口 ,166.8
111/03/29,W9 洋香瓜 進口 ,37.1
111/03/29,X39 蘋果 惠進口 ,33.3
111/03/29,X69 蘋果 富士進口 ,54.1
111/03/29,Y39 桃子 甜桃進口 ,40.0
111/03/30,459 草莓 進口 ,160.3
111/03/30,829 蜜棗 進口 ,66.4
111/03/30,919 其他 進口 ,77.7
111/03/30,C9 柑橘 進口 ,262.2
111/03/30,E9 甜橙 進口 ,135.7
111/03/30,G49 奇異果 進口 ,58.0
111/03/30,O9 梨 其他進口 ,178.0
111/03/30,O99 梨 西洋梨進口 ,95.0
111/03/30,S49 葡萄 無子進口 ,99.9
111/03/30,S9 葡萄 進口 ,132.7
111/03/30,W9 洋香瓜 進口 ,280.0
111/03/30,X69 蘋果 富士進口 ,82.4
111/03/30,Y39 桃子 甜桃進口 ,41.0
111/03/31,459 草莓 進口 ,700.0
111/03/31,919 其他 進口 ,120.0
111/03/31,C9 柑橘 進口 ,521.2
111/03/31,E9 甜橙 進口 ,53.8
111/03/31,F9 雜柑 進口 ,256.3
111/03/31,G49 奇異果 進口 ,60.3
111/03/31,L9 枇杷 進口 ,333.0
111/03/31,N9 李 進口 ,111.1
111/03/31,O9 梨 其他進口 ,91.4
111/03/31,O99 梨 西洋梨進口 ,62.7
111/03/31,S49 葡萄 無子進口 ,77.1
111/03/31,S9 葡萄 進口 ,75.1
111/03/31,W9 洋香瓜 進口 ,67.6
111/03/31,X69 蘋果 富士進口 ,52.7
111/04/01,459 草莓 進口 ,385.9
111/04/01,469 藍莓 進口 ,133.3
111/04/01,829 蜜棗 進口 ,69.6
111/04/01,C9 柑橘 進口 ,123.2
111/04/01,E9 甜橙 進口 ,143.0
111/04/01,F9 雜柑 進口 ,66.7
111/04/01,G39 酪梨 進口 ,200.0
111/04/01,G49 奇異果 進口 ,57.3
111/04/01,L9 枇杷 進口 ,743.6
111/04/01,O9 梨 其他進口 ,187.7
111/04/01,S49 葡萄 無子進口 ,87.5
111/04/01,S9 葡萄 進口 ,174.7
111/04/01,W9 洋香瓜 進口 ,290.9
111/04/01,X69 蘋果 富士進口 ,54.4
111/04/02,459 草莓 進口 ,129.0
111/04/02,469 藍莓 進口 ,133.3
111/04/02,829 蜜棗 進口 ,71.8
111/04/02,919 其他 進口 ,73.2
111/04/02,C9 柑橘 進口 ,104.0
111/04/02,E9 甜橙 進口 ,49.2
111/04/02,F9 雜柑 進口 ,369.2
111/04/02,G49 奇異果 進口 ,86.6
111/04/02,L9 枇杷 進口 ,733.5
111/04/02,N9 李 進口 ,47.5
111/04/02,O9 梨 其他進口 ,188.7
111/04/02,O99 梨 西洋梨進口 ,93.0
111/04/02,S49 葡萄 無子進口 ,93.4
111/04/02,S9 葡萄 進口 ,129.8
111/04/02,W9 洋香瓜 進口 ,343.6
111/04/02,X69 蘋果 富士進口 ,55.6
111/04/02,Y39 桃子 甜桃進口 ,56.6
111/04/03,459 草莓 進口 ,141.4
111/04/03,829 蜜棗 進口 ,96.5
111/04/03,859 榴槤 進口 ,120.0
111/04/03,919 其他 進口 ,84.0
111/04/03,C9 柑橘 進口 ,88.6
111/04/03,E9 甜橙 進口 ,44.3
111/04/03,F9 雜柑 進口 ,400.0
111/04/03,G49 奇異果 進口 ,57.4
111/04/03,L9 枇杷 進口 ,220.7
111/04/03,O9 梨 其他進口 ,65.7
111/04/03,S49 葡萄 無子進口 ,88.6
111/04/03,S9 葡萄 進口 ,110.3
111/04/03,W9 洋香瓜 進口 ,240.0
111/04/03,X69 蘋果 富士進口 ,52.1
111/04/03,Y39 桃子 甜桃進口 ,21.0
111/04/04,459 草莓 進口 ,194.7
111/04/04,C9 柑橘 進口 ,106.7
111/04/04,E9 甜橙 進口 ,48.7
111/04/04,F9 雜柑 進口 ,404.2
111/04/04,G49 奇異果 進口 ,61.2
111/04/04,L9 枇杷 進口 ,271.1
111/04/04,O9 梨 其他進口 ,187.0
111/04/04,S9 葡萄 進口 ,100.0
111/04/04,X69 蘋果 富士進口 ,101.0
111/04/07,459 草莓 進口 ,232.6
111/04/07,469 藍莓 進口 ,133.3
111/04/07,859 榴槤 進口 ,113.3
111/04/07,E9 甜橙 進口 ,38.4
111/04/07,F9 雜柑 進口 ,383.3
111/04/07,G39 酪梨 進口 ,200.0
111/04/07,G49 奇異果 進口 ,47.1
111/04/07,N9 李 進口 ,61.7
111/04/07,O9 梨 其他進口 ,187.0
111/04/07,O99 梨 西洋梨進口 ,60.5
111/04/07,S49 葡萄 無子進口 ,101.5
111/04/07,S9 葡萄 進口 ,182.9
111/04/07,X69 蘋果 富士進口 ,59.0
111/04/07,Y39 桃子 甜桃進口 ,60.2
111/04/08,459 草莓 進口 ,262.8
111/04/08,469 藍莓 進口 ,166.7
111/04/08,829 蜜棗 進口 ,93.3
111/04/08,919 其他 進口 ,103.6
111/04/08,C9 柑橘 進口 ,442.4
111/04/08,E9 甜橙 進口 ,70.7
111/04/08,G39 酪梨 進口 ,186.7
111/04/08,G49 奇異果 進口 ,52.5
111/04/08,L9 枇杷 進口 ,154.8
111/04/08,O99 梨 西洋梨進口 ,65.7
111/04/08,S49 葡萄 無子進口 ,66.7
111/04/08,S9 葡萄 進口 ,80.0
111/04/08,W9 洋香瓜 進口 ,300.0
111/04/08,X69 蘋果 富士進口 ,78.8
111/04/08,Y39 桃子 甜桃進口 ,39.2
111/04/09,459 草莓 進口 ,146.7
111/04/09,469 藍莓 進口 ,84.4
111/04/09,919 其他 進口 ,115.2
111/04/09,C9 柑橘 進口 ,107.2
111/04/09,E9 甜橙 進口 ,58.8
111/04/09,F9 雜柑 進口 ,316.7
111/04/09,G39 酪梨 進口 ,186.7
111/04/09,G49 奇異果 進口 ,58.8
111/04/09,L9 枇杷 進口 ,135.2
111/04/09,N9 李 進口 ,56.1
111/04/09,O9 梨 其他進口 ,61.2
111/04/09,O99 梨 西洋梨進口 ,57.4
111/04/09,S49 葡萄 無子進口 ,100.8
111/04/09,S9 葡萄 進口 ,31.0
111/04/09,W9 洋香瓜 進口 ,313.1
111/04/09,X39 蘋果 惠進口 ,43.3
111/04/09,X69 蘋果 富士進口 ,62.6
111/04/09,Y39 桃子 甜桃進口 ,53.0
111/04/10,459 草莓 進口 ,69.4
111/04/10,469 藍莓 進口 ,166.7
111/04/10,919 其他 進口 ,177.8
111/04/10,C9 柑橘 進口 ,169.5
111/04/10,E9 甜橙 進口 ,78.3
111/04/10,F9 雜柑 進口 ,400.0
111/04/10,G39 酪梨 進口 ,203.0
111/04/10,G49 奇異果 進口 ,61.3
111/04/10,L9 枇杷 進口 ,171.4
111/04/10,N9 李 進口 ,89.3
111/04/10,O99 梨 西洋梨進口 ,99.6
111/04/10,S49 葡萄 無子進口 ,129.4
111/04/10,S9 葡萄 進口 ,146.7
111/04/10,W9 洋香瓜 進口 ,304.6
111/04/10,X69 蘋果 富士進口 ,52.8
111/04/10,Y39 桃子 甜桃進口 ,60.4
111/04/12,459 草莓 進口 ,164.2
111/04/12,469 藍莓 進口 ,400.0
111/04/12,859 榴槤 進口 ,350.0
111/04/12,919 其他 進口 ,109.1
111/04/12,C9 柑橘 進口 ,133.3
111/04/12,E9 甜橙 進口 ,47.9
111/04/12,F9 雜柑 進口 ,66.7
111/04/12,G39 酪梨 進口 ,186.7
111/04/12,G49 奇異果 進口 ,37.3
111/04/12,L9 枇杷 進口 ,135.6
111/04/12,N9 李 進口 ,90.6
111/04/12,O99 梨 西洋梨進口 ,110.0
111/04/12,S49 葡萄 無子進口 ,81.5
111/04/12,S9 葡萄 進口 ,79.2
111/04/12,W9 洋香瓜 進口 ,266.6
111/04/12,X69 蘋果 富士進口 ,60.7
111/04/12,Y39 桃子 甜桃進口 ,46.1
111/04/13,459 草莓 進口 ,117.2
111/04/13,469 藍莓 進口 ,167.6
111/04/13,859 榴槤 進口 ,173.7
111/04/13,919 其他 進口 ,127.7
111/04/13,C9 柑橘 進口 ,192.4
111/04/13,E9 甜橙 進口 ,57.1
111/04/13,G49 奇異果 進口 ,39.7
111/04/13,L9 枇杷 進口 ,119.7
111/04/13,N9 李 進口 ,86.7
111/04/13,O9 梨 其他進口 ,74.9
111/04/13,O99 梨 西洋梨進口 ,80.0
111/04/13,S49 葡萄 無子進口 ,118.0
111/04/13,S9 葡萄 進口 ,83.4
111/04/13,W9 洋香瓜 進口 ,428.5
111/04/13,X69 蘋果 富士進口 ,65.2
111/04/13,Y39 桃子 甜桃進口 ,48.3
111/04/14,459 草莓 進口 ,829.7
111/04/14,859 榴槤 進口 ,170.0
111/04/14,919 其他 進口 ,200.0
111/04/14,C9 柑橘 進口 ,150.4
111/04/14,E9 甜橙 進口 ,46.0
111/04/14,G49 奇異果 進口 ,69.8
111/04/14,L9 枇杷 進口 ,119.5
111/04/14,N9 李 進口 ,93.0
111/04/14,O9 梨 其他進口 ,71.3
111/04/14,O99 梨 西洋梨進口 ,103.0
111/04/14,S49 葡萄 無子進口 ,79.1
111/04/14,S9 葡萄 進口 ,110.6
111/04/14,W9 洋香瓜 進口 ,329.7
111/04/14,X69 蘋果 富士進口 ,51.3
111/04/14,Y39 桃子 甜桃進口 ,26.4
111/04/15,459 草莓 進口 ,295.8
111/04/15,919 其他 進口 ,167.7
111/04/15,C9 柑橘 進口 ,101.9
111/04/15,E9 甜橙 進口 ,65.8
111/04/15,F9 雜柑 進口 ,66.7
111/04/15,G49 奇異果 進口 ,58.0
111/04/15,L9 枇杷 進口 ,136.5
111/04/15,O99 梨 西洋梨進口 ,79.7
111/04/15,S49 葡萄 無子進口 ,72.6
111/04/15,S9 葡萄 進口 ,141.4
111/04/15,W9 洋香瓜 進口 ,1266.6
111/04/15,X69 蘋果 富士進口 ,67.8
111/04/15,Y39 桃子 甜桃進口 ,44.2
111/04/16,459 草莓 進口 ,263.7
111/04/16,469 藍莓 進口 ,169.3
111/04/16,919 其他 進口 ,96.7
111/04/16,C9 柑橘 進口 ,95.2
111/04/16,E9 甜橙 進口 ,85.3
111/04/16,G49 奇異果 進口 ,96.9
111/04/16,L9 枇杷 進口 ,580.2
111/04/16,N9 李 進口 ,96.3
111/04/16,S49 葡萄 無子進口 ,70.0
111/04/16,S9 葡萄 進口 ,114.7
111/04/16,W9 洋香瓜 進口 ,336.5
111/04/16,X69 蘋果 富士進口 ,85.3
111/04/16,Y39 桃子 甜桃進口 ,44.4
111/04/17,459 草莓 進口 ,1180.0
111/04/17,919 其他 進口 ,60.4
111/04/17,C9 柑橘 進口 ,307.7
111/04/17,E9 甜橙 進口 ,139.7
111/04/17,G49 奇異果 進口 ,91.8
111/04/17,L9 枇杷 進口 ,111.6
111/04/17,N9 李 進口 ,44.4
111/04/17,O99 梨 西洋梨進口 ,46.7
111/04/17,S49 葡萄 無子進口 ,47.6
111/04/17,S9 葡萄 進口 ,122.5
111/04/17,W9 洋香瓜 進口 ,270.5
111/04/17,X69 蘋果 富士進口 ,74.8
111/04/19,469 藍莓 進口 ,400.0
111/04/19,859 榴槤 進口 ,175.8
111/04/19,919 其他 進口 ,49.0
111/04/19,C9 柑橘 進口 ,81.6
111/04/19,E9 甜橙 進口 ,46.4
111/04/19,G39 酪梨 進口 ,186.7
111/04/19,G49 奇異果 進口 ,96.6
111/04/19,L9 枇杷 進口 ,139.5
111/04/19,N9 李 進口 ,55.6
111/04/19,O9 梨 其他進口 ,71.1
111/04/19,O99 梨 西洋梨進口 ,200.3
111/04/19,S49 葡萄 無子進口 ,79.8
111/04/19,S9 葡萄 進口 ,98.3
111/04/19,W9 洋香瓜 進口 ,294.1
111/04/19,X69 蘋果 富士進口 ,61.7
111/04/19,Y39 桃子 甜桃進口 ,47.2
111/04/20,459 草莓 進口 ,833.3
111/04/20,469 藍莓 進口 ,201.0
111/04/20,859 榴槤 進口 ,169.1
111/04/20,919 其他 進口 ,146.0
111/04/20,C9 柑橘 進口 ,231.8
111/04/20,E9 甜橙 進口 ,42.0
111/04/20,G49 奇異果 進口 ,61.6
111/04/20,L9 枇杷 進口 ,110.3
111/04/20,N9 李 進口 ,46.5
111/04/20,S49 葡萄 無子進口 ,67.7
111/04/20,S9 葡萄 進口 ,140.5
111/04/20,W9 洋香瓜 進口 ,300.9
111/04/20,X69 蘋果 富士進口 ,65.3
111/04/20,Y39 桃子 甜桃進口 ,40.0
111/04/21,459 草莓 進口 ,866.7
111/04/21,469 藍莓 進口 ,333.3
111/04/21,859 榴槤 進口 ,131.4
111/04/21,919 其他 進口 ,66.7
111/04/21,C9 柑橘 進口 ,82.9
111/04/21,E9 甜橙 進口 ,104.1
111/04/21,G49 奇異果 進口 ,88.4
111/04/21,L9 枇杷 進口 ,511.1
111/04/21,N9 李 進口 ,95.0
111/04/21,O99 梨 西洋梨進口 ,296.0
